,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,split
3214,Yellows,5.0,889.440904006,145030.620384,Environment,296.480301335,No,489.174558076,Yes,Female,By_16:00,0.440630305558,0.213394318707,6.91404222278,9.79674193542,5.72237602202,1.1122358311,8994.0,7.21390924882,684.681675609,6261.10893198,81665.5273733,Yes,239291.748269,26.166422675,938884.778208,78.1588746235,88207.0493812,90.0,Below_30,1.0,1068.93587336,7.0,Foot_or_bicycle,Public_Sector,807.609819013,0.0,No,train
3215,Oranges,8.0,69.5350431624,18030.8258719,Environment,23.1783477208,No,777.916790667,No,Female,After_16:00,0.473386650207,0.7906145202,0.916880054865,2.54906486254,0.115066794679,8.96216467489,5199.0,9.21720946208,856.803801522,9492.77550971,97587.5614347,Yes,605154.533201,29.2712111386,1469701.19374,96.7402184382,570.414150787,90.0,45_and_up,0.0,1192.79927156,16.0,Public_or_other,Public_Sector,687.768342243,0.0,No,train
3216,Reds,6.0,429.313019087,84863.6360629,Financial,143.104339696,No,593.019304959,No,Female,By_16:00,0.740428069606,0.0929711821955,3.02669929573,1.89131374471,3.09265663614,4.89113421412,9864.0,45.800525276,659.801286853,7249.7956233,78348.346687,Yes,351671.896054,25.6865974168,871951.665813,12.4692085432,20631.9563794,60.0,Below_30,2.0,989.708209413,3.0,Motorcycle_or_truck,Services_or_Retail,673.170241498,0.0,No,train
3220,Reds,6.0,457.920210659,93344.4338347,Education,152.64007022,No,611.532959205,No,Female,After_16:00,0.43630804657,0.154452499701,7.99154503737,3.73973371694,2.22904439317,3.6975272838,7151.0,68.9506511204,663.09563867,7441.52086939,80102.7708698,Yes,373972.560195,25.7506434613,880737.491938,89.6198608447,23461.6311069,100.0,45_and_up,4.0,1020.09283746,9.0,Car,Student_or_Unemployed,724.306933468,0.0,No,train
3221,Oranges,4.0,214.54284225,60286.9374954,Healthcare,71.5142807499,No,843.005576834,No,Male,By_16:00,0.790806443896,0.805218279129,2.77707467787,4.4598817965,9.88478799351,3.3942085295,8086.0,78.5933919717,862.772623244,10155.6010148,99847.29698,Yes,710658.402573,29.3729913908,1490323.35191,95.3707418405,5195.80663192,80.0,30-45,2.0,1219.36966457,12.0,Car,Services_or_Retail,717.147491927,0.0,No,train
3222,Oranges,6.0,301.598834833,79321.2032494,Environment,100.532944944,No,789.007059262,No,Male,After_16:00,0.722358759493,0.858837604057,3.29285889864,1.91839826992,5.37413738202,8.12215211801,8576.0,18.3864209568,871.511640081,9633.09387278,99288.7393523,Yes,622532.139565,29.5213759856,1520566.4624,7.15447878465,10217.4059641,90.0,30-45,1.0,1214.45005457,10.0,Car,Public_Sector,702.377745147,0.0,No,train
3223,Greens,2.0,408.449095945,107313.707874,Other,136.149698648,No,788.203785535,No,Female,After_16:00,0.271177148912,0.277446981985,5.10253169341,7.17794946162,4.87334394595,7.16795515968,5298.0,73.6657163594,612.552973608,9107.14380256,76022.8906601,Yes,621265.207531,24.7498075469,751832.633363,89.9009402143,18682.8901407,50.0,Below_30,3.0,926.187368223,4.0,Foot_or_bicycle,Public_Sector,592.138626846,0.0,Yes,train
3225,Yellows,2.0,,117245.886311,Healthcare,250.756789932,No,467.568141794,Yes,Female,After_16:00,0.113776057726,0.585625402397,4.24405974802,3.92911958974,6.7695352016,0.135821283329,8763.0,97.9869083967,630.180075544,5936.04156903,73639.5151804,Yes,218619.967221,25.1033877304,795395.616876,97.7882239036,63139.7244867,80.0,Below_30,0.0,946.01563709,15.0,Foot_or_bicycle,Student_or_Unemployed,664.193509842,0.0,No,train
3226,Reds,10.0,454.351796467,87515.5463173,Healthcare,151.450598822,No,577.848796887,No,Female,By_16:00,0.641479969956,0.893523555249,1.05035517132,9.11852045683,0.239288893063,9.3060622504,3988.0,47.2795879701,650.497990853,7079.48395058,77162.1952697,Yes,333909.232064,25.5048621022,847548.291719,35.7069279067,23098.7344825,80.0,30-45,1.0,975.81842916,11.0,Foot_or_bicycle,Student_or_Unemployed,665.170715407,0.0,No,train
3227,Reds,6.0,173.908360118,35060.5773615,Social,57.9694533728,No,604.811246641,No,Male,By_16:00,0.364608643111,0.367256660713,8.70943828952,9.68036863953,7.81900321366,5.47063702485,3897.0,53.0526916264,672.333616228,7392.77969887,80953.561901,Yes,365796.644064,25.9293967579,905413.928242,63.412876823,3428.42697771,70.0,45_and_up,1.0,1032.64836644,17.0,Public_or_other,Services_or_Retail,734.133974339,0.0,No,train
3228,Reds,1.0,67.7650140728,12623.3661466,Environment,22.5883380243,No,558.844397185,No,Female,After_16:00,0.800898839021,0.666331634391,9.30443851743,3.25129348086,2.2198729869,3.94558561267,3865.0,26.6719396925,608.457212466,6805.35839678,73519.0470223,Yes,,24.6669254766,741676.251692,7.55137437955,542.821352722,90.0,45_and_up,1.0,937.020176,9.0,Foot_or_bicycle,Hightech,667.048490123,3.0,No,train
3229,Blues,6.0,163.029978395,34569.4594528,Education,54.3433261316,No,636.130725034,No,Male,By_16:00,0.551499290159,0.166056107264,3.04142968031,6.97788958205,7.76539478218,5.91105976375,5259.0,83.4167403867,628.215812005,7617.73887435,76761.8760797,Yes,404662.299332,25.0642337207,790638.534448,57.5127139455,3017.54042118,100.0,30-45,3.0,970.102711866,2.0,Car,Hightech,682.190817117,0.0,No,train
3230,Whites,1.0,903.029972344,30402.4255875,Foreign_Affairs,301.009990781,No,101.001383737,Yes,Male,By_16:00,0.0871760828886,0.0315605769865,3.82080463227,4.90693686064,7.75665810797,9.63035731576,3743.0,60.8717824798,592.365416531,2194.74467043,70053.675659,Yes,10201.2795167,24.3385582262,702815.332127,54.9205174437,90918.0245409,40.0,Below_30,2.0,998.6076831,2.0,Car,Student_or_Unemployed,910.757339698,0.0,Yes,train
3237,Greys,2.0,348.299344597,52515.9074208,Social,116.099781532,No,452.334248417,Yes,Male,After_16:00,0.060672175372,0.821987467585,6.77470458904,0.0696875411086,4.40959017491,,3841.0,82.2731129592,595.482136925,5714.30675802,71967.6496904,Yes,204606.272291,24.4025026775,710383.737064,12.2582530603,13605.2590534,70.0,45_and_up,2.0,942.893359233,4.0,Foot_or_bicycle,Hightech,723.452022317,0.0,No,train
3239,Greys,6.0,251.912933113,50429.6763929,Education,83.9709777042,No,600.560786257,No,Female,After_16:00,0.260175916832,0.15585195832,6.1977875256,8.01265083952,7.04750778619,7.88248662138,4617.0,57.9444186762,568.410475617,7142.42881381,70167.0989552,Yes,360673.25799,23.8413606075,647421.269131,1.18046386633,7145.09607431,100.0,45_and_up,2.0,886.510887974,19.0,Car,Services_or_Retail,629.770762586,0.0,No,train
3240,Blues,4.0,147.883866245,29705.2690493,Financial,49.2946220816,No,602.606690038,No,Female,After_16:00,0.981100786477,0.920065510552,1.62110477919,3.80028499523,4.97229328845,1.84633375844,3548.0,17.0515276259,679.23952622,7384.54595282,79789.8238905,Yes,363134.822878,26.0622241227,924006.420218,15.3999493923,2489.25438825,60.0,30-45,0.0,1002.14902656,6.0,Car,Student_or_Unemployed,661.145567922,2.0,No,train
3243,Reds,9.0,822.191352572,158662.161514,Social,274.063784191,No,578.924216429,No,Female,By_16:00,0.157751301769,0.315419990104,8.13816045877,3.12039657729,3.01595438272,5.15492852079,8228.0,27.7130104834,612.333118859,7013.90840201,75216.3762015,Yes,335153.248368,24.7453656037,751205.143511,44.8227922432,75395.0215891,70.0,30-45,2.0,965.253424561,7.0,Motorcycle_or_truck,Industry_or_other,712.522391891,0.0,No,train
3245,Reds,5.0,299.741975455,61795.9877915,Financial,99.9139918184,No,618.491831493,No,Male,By_16:00,0.783700188156,0.786367811263,7.14250453282,7.93792982586,3.37177764857,3.10672478983,6627.0,84.0973071521,657.51912909,7499.95657311,80349.2375139,Yes,382532.145623,25.6421358137,866040.577986,93.9047748456,10092.7197529,60.0,Below_30,1.0,1028.25435697,1.0,Car,Public_Sector,749.275915273,0.0,No,train
3246,Yellows,8.0,219.870246907,27468.8135656,Social,73.2900823024,No,374.795780038,Yes,Male,By_16:00,0.895850313595,0.525282744318,5.76288624899,8.80949728889,3.94710722147,9.53329696786,5167.0,6.69443914667,650.199164263,5048.35612891,72696.6750187,Yes,140471.876735,25.4990032014,846524.84192,98.8719368121,5454.72624619,70.0,Below_30,2.0,933.728687079,6.0,Car,Hightech,622.139722476,0.0,No,train
3247,Yellows,2.0,369.235956359,49530.8430215,Healthcare,123.07865212,No,402.432445989,Yes,Male,After_16:00,0.283317471389,0.0161243777256,3.2152962382,3.69649474509,6.36095675873,1.87011931092,5644.0,62.1437557274,586.983744342,5198.29194858,68445.9672809,Yes,161951.873585,24.2277474054,690149.043652,53.502049949,15281.4332597,80.0,45_and_up,1.0,886.918096066,6.0,Public_or_other,Services_or_Retail,636.778963119,0.0,No,train
3249,Blues,4.0,63.7168981553,8985.23413933,Social,21.2389660518,No,423.05421636,Yes,Female,By_16:00,0.947868039366,0.136896451702,9.49261233211,8.58131853398,6.67529936181,4.65605869191,3887.0,55.680558295,578.018525842,5386.57921528,67271.7307337,Yes,178974.86998,24.042015844,669245.553041,55.0771014765,482.332645,70.0,Below_30,1.0,863.35529029,2.0,Foot_or_bicycle,Hightech,601.666390792,0.0,No,train
3250,Pinks,5.0,633.986329171,203437.818359,Military,211.32877639,No,962.660276722,No,Female,After_16:00,0.998893508455,0.83608740312,6.01926688571,3.42280236538,1.36138373753,3.41229190119,6894.0,95.5069504445,943.850715179,11514.3041976,114742.240357,Yes,926714.808379,30.7221534919,1783675.30791,79.491880862,44881.180507,30.0,45_and_up,1.0,1442.88294174,15.0,Public_or_other,Public_Sector,994.302540821,0.0,Yes,train
3251,Browns,2.0,1614.46485434,135611.164533,Social,538.154951448,Yes,251.992784176,Yes,Male,By_16:00,0.423206019914,0.435547849163,3.16418337636,7.52587789902,7.89377708221,2.40530437324,8663.0,68.0359756574,565.575520712,3651.07888318,58586.9674462,No,63500.3632768,23.7818317358,640407.116757,56.9379205117,290158.906719,70.0,Below_30,3.0,731.109604846,14.0,Motorcycle_or_truck,Industry_or_other,393.784715576,1.0,No,train
3253,Pinks,6.0,760.201801392,246654.774865,Military,253.400600464,No,973.378809732,No,Male,After_16:00,0.0103291647974,0.487864377908,0.197979968507,3.40784017695,8.26015614904,9.56871552393,7562.0,15.0784864789,576.586459531,10886.9610164,83072.8287724,Yes,947466.307234,24.0122147985,666774.159535,46.069388953,64475.264916,30.0,Below_30,3.0,1059.71074334,1.0,Car,Services_or_Retail,886.890097588,0.0,Yes,train
3256,Reds,4.0,765.662804231,96165.6140579,Environment,255.220934744,No,376.793597102,Yes,Female,After_16:00,0.0687913843431,0.794331658864,5.54312919499,1.17353172507,3.49429129623,7.50378330238,7583.0,84.7052522004,680.601926184,5129.13982339,79529.8520209,Yes,141973.414817,26.0883484756,927636.766437,31.6823952366,65402.9464662,90.0,45_and_up,0.0,1056.2255884,20.0,Car,Industry_or_other,812.008990239,1.0,No,train
3257,Blues,10.0,760.6527822,161580.755875,Healthcare,253.5509274,No,637.271405518,No,Female,By_16:00,0.507311159978,0.774994846666,4.46433321806,5.78951892909,6.22026253492,4.51384503162,4292.0,46.0775901796,703.019707401,7778.75346998,82996.7252855,Yes,406114.844291,26.5145188039,989812.930037,46.4969907422,64551.6237129,80.0,45_and_up,1.0,1042.56519894,9.0,Car,Services_or_Retail,692.24064346,0.0,No,train
3259,Oranges,4.0,101.413750974,14376.2819203,Education,33.804583658,No,425.276112427,Yes,Male,After_16:00,0.563953045523,0.456594797317,7.66846718965,9.79547527386,3.01003971137,1.6189498431,5391.0,46.839285735,568.736923295,5390.23497086,71148.2808259,Yes,180859.771801,23.8482058716,648159.505563,55.0817495212,1186.55445995,100.0,Below_30,2.0,954.817647665,9.0,Foot_or_bicycle,Industry_or_other,800.853610912,0.0,No,train
3260,Blues,6.0,715.258376135,96672.4878758,Financial,238.419458712,No,405.472306657,Yes,Female,By_16:00,0.598397798603,0.900044069858,0.657592390198,7.47876391746,9.89078946644,1.24309275299,3764.0,25.2519482048,575.5561151,5205.83529677,66656.6933595,Yes,164407.791466,23.9907506156,663541.641431,98.0523315957,57092.2577511,,30-45,3.0,856.790667699,14.0,Motorcycle_or_truck,Public_Sector,596.485866887,0.0,No,train
3263,Whites,4.0,,9091.31197172,Military,17.3649916736,No,523.542547133,No,Female,By_16:00,0.635139543563,0.918683940778,8.17492916482,0.851798951626,9.80812455993,3.93206617096,7667.0,42.2310438706,826.128947546,6887.68336642,96896.6673193,Yes,274096.798658,28.7424589683,1366464.05885,2.10423206445,,30.0,Below_30,3.0,1272.09048608,11.0,Motorcycle_or_truck,Public_Sector,952.440357147,0.0,Yes,train
3265,Yellows,8.0,142.89214215,23274.2260273,,47.6307140499,No,488.63903243,Yes,Female,After_16:00,0.93945357413,0.165922213579,7.80069833389,6.95775131928,9.47623417946,4.69121403527,4225.0,72.0520618372,603.625359861,6093.64104402,76391.133869,Yes,238768.104014,24.5687883271,730086.408363,15.7990841893,2326.31563496,80.0,Below_30,5.0,1022.43632557,9.0,Public_or_other,Public_Sector,860.619196907,0.0,No,train
3266,Yellows,9.0,366.115123781,48652.8661921,Healthcare,122.038374594,No,398.668585632,Yes,Female,After_16:00,0.83778861817,0.721001066966,3.25246006716,8.35198880173,3.23778606253,2.06378935371,7340.0,30.237155431,573.434610425,5133.55507717,65332.6484977,Yes,158936.64117,23.9464947419,658614.500136,36.8355702609,15025.4032481,80.0,30-45,2.0,831.621349424,12.0,Foot_or_bicycle,Student_or_Unemployed,551.326682955,5.0,No,train
3267,Reds,3.0,57.1118749924,7573.50664903,Environment,19.0372916641,No,397.824794758,Yes,Male,By_16:00,0.75967402989,0.781169358641,5.21531516453,6.97893294506,1.82126929751,9.65822913451,8776.0,20.6515923841,702.160200332,5382.56834824,82973.2519665,Yes,158264.567324,26.4983056125,987336.910588,16.8864979874,391.45576557,90.0,45_and_up,4.0,1107.32262562,6.0,Public_or_other,Services_or_Retail,871.191931695,0.0,No,train
3270,Greens,1.0,510.179622698,147283.455259,Other,170.059874233,No,866.068235814,No,Male,By_16:00,0.338402624242,0.613435301231,9.12689391756,4.15397525067,0.516252005473,4.37997559085,8974.0,86.8705302943,589.95859853,9840.5995552,72154.5167652,Yes,750074.189085,24.2890633523,697423.349797,19.8502931744,29100.4206982,50.0,Below_30,0.0,840.062363866,20.0,Car,Public_Sector,444.985603215,0.0,Yes,train
3271,Greys,3.0,190.643413145,40144.0584686,Education,63.5478043817,No,631.714326863,No,Male,After_16:00,0.113420195412,0.984091428109,7.98221376492,2.68886331236,9.66346944449,4.98417467577,5271.0,99.9753857031,616.500167772,7550.14360418,74738.5253964,Yes,399062.990764,24.8294214144,761424.861462,1.88550814055,4111.87124611,100.0,Below_30,2.0,937.138288419,8.0,Motorcycle_or_truck,Public_Sector,638.233409476,1.0,No,train
3273,Reds,1.0,770.739586017,151089.385071,Social,256.913195339,No,588.095075736,No,Female,After_16:00,0.819559087977,0.451895517297,6.58580563497,0.259254572447,5.73819713434,7.94420703314,5091.0,5.20178901497,643.041757759,7167.03427288,76791.1315074,Yes,345855.818105,25.3582680355,828270.898414,71.6074295808,66271.3031346,70.0,45_and_up,1.0,971.246537364,9.0,Foot_or_bicycle,Public_Sector,667.398895615,0.0,No,train
3274,Whites,9.0,138.49239523,36498.628213,Military,46.1641317432,No,790.627416456,No,Male,By_16:00,0.222124110907,0.480409929296,7.07491622772,2.54061953397,7.4307484692,4.66570656281,8361.0,78.7456891034,905.069559477,9716.41328352,106798.658461,Yes,625091.711652,30.0843740084,1640013.41752,68.2662931271,2187.29119134,30.0,45_and_up,2.0,1349.1129022,14.0,Foot_or_bicycle,Hightech,910.975114055,0.0,Yes,train
3276,Oranges,10.0,720.634799081,102561.633443,Financial,240.211599694,No,426.963700228,Yes,Female,After_16:00,0.400722149061,0.934722454986,8.39157372015,4.90484618116,7.01483403333,8.65926448489,4153.0,48.4863903373,568.408203487,5406.45340926,70280.3750062,Yes,182298.001313,23.8413129564,647375.749883,67.4636628246,57951.824227,60.0,Below_30,2.0,935.77105367,10.0,Motorcycle_or_truck,Student_or_Unemployed,763.014601018,0.0,No,train
3277,Yellows,7.0,155.228669487,22290.0553072,Social,51.7428898289,No,430.784893943,Yes,Female,After_16:00,0.622420615284,0.223861599108,4.62758148555,4.96249637101,1.88683934975,1.81244514417,6687.0,16.0607850645,580.449640281,5468.74821999,71709.5116057,Yes,185575.624849,24.0925224973,675064.798054,19.5420069154,2739.06953767,70.0,45_and_up,4.0,955.704843608,17.0,Public_or_other,Hightech,780.443355923,1.0,No,train
3279,Oranges,7.0,592.290554661,156660.848944,Education,197.430184887,No,793.499985998,No,Female,By_16:00,0.216355888639,0.397258327575,1.21016071877,4.90442290902,2.54647883121,9.83340600273,3112.0,5.21917389706,837.363750274,9609.72736053,95978.4469056,Yes,629642.227779,28.9372381245,1403833.50693,70.2822566265,39186.1080895,100.0,Below_30,2.0,1169.93057214,12.0,Motorcycle_or_truck,,673.906396596,1.0,No,train
3280,Yellows,2.0,232.599291961,28713.6672699,Environment,77.5330973203,No,,Yes,Male,After_16:00,0.606900991872,0.439776583109,9.67741080793,6.21408546111,9.0183051629,3.85363790439,8384.0,59.2840280151,619.015923147,4941.43958599,69963.7076811,Yes,137152.288864,24.8800306099,767356.838327,96.0617632605,6098.9142774,90.0,45_and_up,0.0,901.684075009,5.0,Foot_or_bicycle,Student_or_Unemployed,615.07133356,1.0,No,train
3281,Greys,1.0,559.104254171,85751.8578008,Environment,186.368084724,No,460.120937166,Yes,Female,By_16:00,0.067206090549,0.80415680795,4.17954753153,8.69537060615,1.95573623292,5.53684336133,9687.0,48.0236876756,585.545511682,5772.30039502,71057.03714,Yes,211711.276818,24.1980476833,686909.880407,49.8991202097,34929.4310883,90.0,30-45,0.0,929.336538441,12.0,Foot_or_bicycle,Services_or_Retail,712.666968421,0.0,No,train
3282,Blues,8.0,,85530.4673563,Healthcare,145.086434416,,589.513883227,No,Male,By_16:00,0.938600730849,0.556234596064,0.375113592017,6.36817216873,6.48054395802,1.62697667023,4825.0,48.3281797031,653.44005629,7202.01894485,78282.3962852,Yes,347526.618518,25.5624735949,855262.348028,24.4889276335,21205.159886,80.0,Below_30,3.0,994.557346965,19.0,Foot_or_bicycle,Student_or_Unemployed,695.019815962,3.0,No,train
3283,Blues,4.0,175.370312822,26036.8101537,Financial,58.4567709408,No,445.402811935,Yes,Female,By_16:00,0.400338230422,0.811319456436,2.9011759744,5.67723066546,3.52380333235,6.88890381018,3284.0,79.3312510708,551.810773358,5557.64966606,65295.2432308,Yes,198383.664879,23.4906528934,610036.033024,39.1910526203,3485.65083977,60.0,45_and_up,1.0,836.355489374,8.0,Car,Services_or_Retail,590.371024317,0.0,No,train
3284,Yellows,10.0,420.979367584,74452.2739899,Healthcare,140.326455861,No,530.564771503,No,Male,After_16:00,0.42675869423,0.597250690684,0.988805091474,6.56593226129,2.57371731801,8.92574336845,9446.0,46.7290571425,555.407312806,6416.46234064,72391.0494888,Yes,281498.97676,23.5670811261,618318.55985,12.109686411,19841.8406705,80.0,45_and_up,4.0,964.637479301,16.0,Car,Student_or_Unemployed,823.42884125,0.0,No,train
3286,Yellows,4.0,211.261874241,22607.3228213,Social,70.4206247471,No,321.032693227,Yes,Male,After_16:00,0.370827478357,,1.51613141876,3.53094456252,6.40345478896,9.43702456076,4664.0,18.2478895877,584.917027314,4380.1609869,66298.4342597,Yes,103061.990121,24.1850579349,685197.651955,82.641425496,5039.48501451,70.0,30-45,1.0,863.909382812,17.0,Motorcycle_or_truck,Student_or_Unemployed,610.761577814,0.0,No,train
3287,Yellows,10.0,162.730013935,26173.1721682,Healthcare,54.2433379785,No,482.514040316,Yes,Male,By_16:00,0.674754357198,0.596026306972,0.0682495278306,9.56279887352,9.4576470647,0.789892757311,3611.0,68.066836521,526.32341364,5877.78723044,67563.9890302,Yes,232819.799102,22.9417395513,555275.419326,15.494911815,3006.58305303,80.0,30-45,3.0,897.059373124,11.0,Foot_or_bicycle,Public_Sector,750.233793633,0.0,No,train
3288,Browns,9.0,1371.61998015,40889.1300761,Financial,457.20666005,Yes,89.4324900509,Yes,Male,After_16:00,0.888483284507,0.108628724469,4.87184093334,9.02156149503,0.304881667253,3.379136445,9961.0,34.0373195708,728.388003935,2351.10090838,81447.5101885,No,7998.1702767,26.98866436,1062139.17137,85.8168765903,209505.136654,60.0,30-45,2.0,1135.27761652,19.0,Public_or_other,Student_or_Unemployed,941.570327947,,No,train
